year,wetland_code,module_code,tc_mc_code,habitat_code,count_per_m2,species_count
2021,SDW,W1,"SDL W1 MC4",BNMC,3.08180000,6
2021,SDW,W1,"SDL W1 MC5",BNMC,7.76799334,9
2021,SDW,W4,"SDL W4 MC1",BNMC,0.44446667,5
2021,CSM,CSM,"CSM TC1",TC,4.05867334,8
2021,CSM,CSM,"CSM TC2",TC,16.47572000,8
2021,CSM,CSM,"CSM TC3",TC,23.22228666,7
2021,CSM,CSM,"CSM TC4",TC,5.96666667,5
2021,CSM,CSM,"CSM TC5",TC,15.98212000,14
2021,CSM,CSM,"CSM TC6",TC,16.32395334,5
2021,CSM,CSM,"CSM MC1",BNMC,4.27331333,12
2021,CSM,CSM,"CSM MC2",BNMC,7.00398667,9
2021,CSM,CSM,"CSM MC3",BNMC,3.81564000,6
2021,CSM,CSM,"CSM MC4",BNMC,5.27162001,5
2021,CSM,CSM,"CSM MC5",BNMC,3.29672665,7
2021,CSM,CSM,"CSM MC6",BNMC,6.38571334,9
2021,MUL,MUL,"MUL TC1",TC,1.58665332,10
2021,MUL,MUL,"MUL TC2",TC,3.46202000,8
2021,MUL,MUL,"MUL TC3",TC,1.74185332,10
2021,MUL,MUL,"MUL TC4",TC,4.34996667,11
2021,MUL,MUL,"MUL TC5",TC,2.60749334,10
2021,MUL,MUL,"MUL TC6",TC,3.51776667,5
2021,MUL,MUL,"MUL MC1",BNMC,1.07510667,6
2021,MUL,MUL,"MUL MC2",BNMC,0.88185334,6
2021,MUL,MUL,"MUL MC3",BNMC,2.74104666,11
2021,MUL,MUL,"MUL MC4",BNMC,0.13310000,3
2021,MUL,MUL,"MUL MC5",BNMC,2.53398666,5
2021,MUL,MUL,"MUL MC6",BNMC,0.08560000,5
2021,TJE,TJE,"TJE TC1",TC,29.73179332,12
2021,TJE,TJE,"TJE TC2",TC,5.23613999,6
2021,TJE,TJE,"TJE TC3",TC,1.75956666,3
2021,TJE,TJE,"TJE TC4",TC,0.57236667,3
2021,TJE,TJE,"TJE TC5",TC,4.47603333,3
2021,TJE,TJE,"TJE TC6",TC,1.29936667,3
2021,TJE,TJE,"TJE MC1",BNMC,4.74518667,8
2021,TJE,TJE,"TJE MC2",BNMC,1.84580000,6
2021,TJE,TJE,"TJE MC3",BNMC,20.70323333,6
2021,TJE,TJE,"TJE MC4",BNMC,0.81165333,4
2021,TJE,TJE,"TJE MC5",BNMC,4.67296667,7
2021,TJE,TJE,"TJE MC6",BNMC,3.38730001,5
2022,SDW,W2,"SDL W2 TC2",TC,0.56315334,5
2022,SDW,W2,"SDL W2 TC4",TC,5.30582668,7
2022,SDW,W2,"SDL W2 TC5",TC,3.49568666,7
2022,SDW,W4,"SDL W4 TC2",TC,0.41939999,3
2022,SDW,W4,"SDL W4 TC4",TC,0.49046666,2
2022,SDW,W4,"SDL W4 TC6",TC,1.73700000,1
2022,SDW,W1,"SDL W1 MC1",BNMC,5.80958000,7
2022,SDW,W1,"SDL W1 MC2",BNMC,17.80117333,7
2022,SDW,W1,"SDL W1 MC3",BNMC,3.22760667,7
2022,SDW,W1,"SDL W1 MC4",BNMC,6.98960667,7
2022,SDW,W1,"SDL W1 MC5",BNMC,1.74522668,11
2022,SDW,W4,"SDL W4 MC1",BNMC,1.31842000,6
2022,CSM,CSM,"CSM TC1",TC,6.90578667,8
2022,CSM,CSM,"CSM TC2",TC,25.82433333,9
2022,CSM,CSM,"CSM TC3",TC,3.81230667,7
2022,CSM,CSM,"CSM TC4",TC,7.22564000,5
2022,CSM,CSM,"CSM TC5",TC,34.60246000,8
2022,CSM,CSM,"CSM TC6",TC,12.23046001,5
2022,CSM,CSM,"CSM MC1",BNMC,1.75060666,7
2022,CSM,CSM,"CSM MC2",BNMC,2.09068666,7
2022,CSM,CSM,"CSM MC3",BNMC,10.40939333,7
2022,CSM,CSM,"CSM MC4",BNMC,1.53488666,5
2022,CSM,CSM,"CSM MC5",BNMC,2.80170000,6
2022,CSM,CSM,"CSM MC6",BNMC,7.35861999,7
2022,MUL,MUL,"MUL TC1",TC,12.69734000,7
2022,MUL,MUL,"MUL TC2",TC,0.87626667,5
2022,MUL,MUL,"MUL TC3",TC,4.48514000,8
2022,MUL,MUL,"MUL TC4",TC,11.89900000,13
2022,MUL,MUL,"MUL TC5",TC,13.79448667,8
2022,MUL,MUL,"MUL TC6",TC,14.15483335,8
2022,MUL,MUL,"MUL MC1",BNMC,19.15762000,6
2022,MUL,MUL,"MUL MC2",BNMC,2.70863334,5
2022,MUL,MUL,"MUL MC3",BNMC,6.91911332,10
2022,MUL,MUL,"MUL MC4",BNMC,13.26278001,8
2022,MUL,MUL,"MUL MC5",BNMC,10.97079999,5
2022,MUL,MUL,"MUL MC6",BNMC,4.68523333,7
2022,TJE,TJE,"TJE TC1",TC,7.79606000,4
2022,TJE,TJE,"TJE TC2",TC,1.36746666,2
2022,TJE,TJE,"TJE TC3",TC,0.73650000,2
2022,TJE,TJE,"TJE TC4",TC,0.80180000,3
2022,TJE,TJE,"TJE TC5",TC,0.67830000,2
2022,TJE,TJE,"TJE TC6",TC,0.47013334,3
2022,TJE,TJE,"TJE MC1",BNMC,3.15099999,6
2022,TJE,TJE,"TJE MC2",BNMC,4.66014000,4
2022,TJE,TJE,"TJE MC3",BNMC,2.24120667,3
2022,TJE,TJE,"TJE MC4",BNMC,1.55562666,3
2022,TJE,TJE,"TJE MC5",BNMC,0.50046667,2
2022,TJE,TJE,"TJE MC6",BNMC,0.48740001,3
2023,SDW,W2,"SDL W2 TC2",TC,4.62086000,5
2023,SDW,W2,"SDL W2 TC4",TC,4.26220666,8
2023,SDW,W2,"SDL W2 TC5",TC,10.13120668,8
2023,SDW,W4,"SDL W4 TC2",TC,0.00000000,0
2023,SDW,W4,"SDL W4 TC4",TC,1.25623333,3
2023,SDW,W4,"SDL W4 TC6",TC,0.00000000,0
2023,SDW,W1,"SDL W1 MC1",BNMC,10.17290667,9
2023,SDW,W1,"SDL W1 MC2",BNMC,14.55356667,6
2023,SDW,W1,"SDL W1 MC3",BNMC,3.10211332,9
2023,SDW,W1,"SDL W1 MC4",BNMC,16.71447334,8
2023,SDW,W1,"SDL W1 MC5",BNMC,3.65208666,7
2023,SDW,W4,"SDL W4 MC1",BNMC,0.30033333,8
2023,CSM,CSM,"CSM TC1",TC,18.21894665,15
2023,CSM,CSM,"CSM TC2",TC,95.01083334,9
2023,CSM,CSM,"CSM TC3",TC,6.19825333,7
2023,CSM,CSM,"CSM TC4",TC,1.32623999,7
2023,CSM,CSM,"CSM TC5",TC,4.09658000,8
2023,CSM,CSM,"CSM TC6",TC,3.71068000,6
2023,CSM,CSM,"CSM MC1",BNMC,0.17130001,4
2023,CSM,CSM,"CSM MC2",BNMC,0.76928668,7
2023,CSM,CSM,"CSM MC3",BNMC,3.25031334,10
2023,CSM,CSM,"CSM MC4",BNMC,8.98350667,6
2023,CSM,CSM,"CSM MC5",BNMC,14.89717332,9
2023,CSM,CSM,"CSM MC6",BNMC,11.60722666,7
2023,MUL,MUL,"MUL TC1",TC,2.16792001,9
2023,MUL,MUL,"MUL TC2",TC,2.35086667,6
2023,MUL,MUL,"MUL TC3",TC,6.87881333,4
2023,MUL,MUL,"MUL TC4",TC,10.53388668,15
2023,MUL,MUL,"MUL TC5",TC,4.95387334,6
2023,MUL,MUL,"MUL TC6",TC,3.73524000,6
2023,MUL,MUL,"MUL MC1",BNMC,12.43372667,5
2023,MUL,MUL,"MUL MC2",BNMC,7.78482666,6
2023,MUL,MUL,"MUL MC3",BNMC,1.87623334,7
2023,MUL,MUL,"MUL MC4",BNMC,1.71936666,8
2023,MUL,MUL,"MUL MC5",BNMC,5.82064666,10
2023,MUL,MUL,"MUL MC6",BNMC,1.16726666,5
2023,TJE,TJE,"TJE TC1",TC,0.00343333,1
2023,TJE,TJE,"TJE TC2",TC,0.02396667,2
2023,TJE,TJE,"TJE TC3",TC,0.09216667,2
2023,TJE,TJE,"TJE TC4",TC,0.05706667,1
2023,TJE,TJE,"TJE TC5",TC,0.02483333,2
2023,TJE,TJE,"TJE TC6",TC,0.00000000,0
2023,TJE,TJE,"TJE MC1",BNMC,0.18590000,1
2023,TJE,TJE,"TJE MC2",BNMC,0.03890000,1
2023,TJE,TJE,"TJE MC3",BNMC,0.00000000,0
2023,TJE,TJE,"TJE MC4",BNMC,0.05466667,1
2023,TJE,TJE,"TJE MC5",BNMC,0.05250000,2
2023,TJE,TJE,"TJE MC6",BNMC,0.00000000,0
2024,SDW,W2,"SDL W2 TC4",TC,2.21874666,7
2024,SDW,W2,"SDL W2 TC5",TC,5.85500001,4
2024,SDW,W4,"SDL W4 TC9",TC,4.73883999,13
2024,SDW,W4,"SDL W4 TC10",TC,1.37811999,9
2024,SDW,W1,"SDL W1 MC1",BNMC,1.12924000,10
2024,SDW,W1,"SDL W1 MC2",BNMC,1.48729334,8
2024,SDW,W1,"SDL W1 MC3",BNMC,2.63606001,7
2024,SDW,W1,"SDL W1 MC4",BNMC,7.15976000,5
2024,SDW,W1,"SDL W1 MC5",BNMC,0.16316667,5
2024,SDW,W4,"SDL W4 MC1",BNMC,0.19860001,6
2024,CSM,CSM,"CSM TC1",TC,41.55239333,10
2024,CSM,CSM,"CSM TC2",TC,111.48536000,10
2024,CSM,CSM,"CSM TC3",TC,39.82330000,8
2024,CSM,CSM,"CSM TC4",TC,18.06731999,10
2024,CSM,CSM,"CSM TC5",TC,47.18184000,10
2024,CSM,CSM,"CSM TC6",TC,26.02021333,7
2024,CSM,CSM,"CSM MC1",BNMC,1.45916667,5
2024,CSM,CSM,"CSM MC2",BNMC,19.82376665,12
2024,CSM,CSM,"CSM MC3",BNMC,26.99437333,12
2024,CSM,CSM,"CSM MC4",BNMC,61.63822666,16
2024,CSM,CSM,"CSM MC5",BNMC,12.25842000,6
2024,CSM,CSM,"CSM MC6",BNMC,57.41886667,5
2024,MUL,MUL,"MUL TC1",TC,31.87370000,11
2024,MUL,MUL,"MUL TC2",TC,3.04180000,6
2024,MUL,MUL,"MUL TC3",TC,2.60359999,7
2024,MUL,MUL,"MUL TC4",TC,14.35817337,16
2024,MUL,MUL,"MUL TC5",TC,10.02973333,9
2024,MUL,MUL,"MUL TC6",TC,4.59145334,8
2024,MUL,MUL,"MUL MC1",BNMC,2.66438000,7
2024,MUL,MUL,"MUL MC2",BNMC,2.39321333,6
2024,MUL,MUL,"MUL MC3",BNMC,2.73486001,9
2024,MUL,MUL,"MUL MC4",BNMC,0.73786667,7
2024,MUL,MUL,"MUL MC5",BNMC,3.95051333,6
2024,MUL,MUL,"MUL MC6",BNMC,1.05090667,5
2024,LPL,LPL,"LPL TC1",TC,1.35382000,3
2024,LPL,LPL,"LPL TC2",TC,1.08703333,11
2024,LPL,LPL,"LPL TC3",TC,2.85663333,7
2024,LPL,LPL,"LPL TC4",TC,1.02179999,8
2024,LPL,LPL,"LPL TC5",TC,8.52549334,14
2024,LPL,LPL,"LPL TC6",TC,0.52245334,5
2024,LPL,LPL,"LPL MC1",BNMC,1.97099333,9
2024,LPL,LPL,"LPL MC2",BNMC,4.30442667,12
2024,LPL,LPL,"LPL MC3",BNMC,8.72450667,3
2024,LPL,LPL,"LPL MC4",BNMC,19.86351332,11
2024,LPL,LPL,"LPL MC5",BNMC,9.26615335,12
2024,LPL,LPL,"LPL MC6",BNMC,3.93746000,8
