year,date,survey,wetland_code,area_code,module_code,tc_mc_code,habitat_code,enclosure_number,sampling_station_label,depth,haul_no,species_id,species_code,genus_name,species_name,count,enclosure_area
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,5,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,6,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,6,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,6,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,6,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,6,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,7,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,7,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,7,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,7,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC4",TC,5,"CSM TC4 MAIN 5",55,7,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,1,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,1,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,2,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,2,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,3,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,3,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,4,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,4,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,5,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,5,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,6,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,6,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,6,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,6,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,6,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,7,2709,CLIO,Clevelandia,ios,2,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,7,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,7,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,7,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,7,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,8,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,8,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,8,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,8,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,1,"CSM TC5 MAIN 1",42,8,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,1,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,1,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,2,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,2,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,3,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,3,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,4,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,4,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,5,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,5,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,6,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,6,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,6,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,6,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,6,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,7,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,7,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,7,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,7,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,7,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,8,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,8,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,8,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,8,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,8,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,9,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,9,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,9,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,9,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,2,"CSM TC5 MAIN 2",48,9,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,1,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,1,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,2,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,2,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,3,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,3,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,4,2709,CLIO,Clevelandia,ios,2,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,4,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,5,2709,CLIO,Clevelandia,ios,3,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,5,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,5,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,5,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,5,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,6,2709,CLIO,Clevelandia,ios,2,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,6,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,6,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,6,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,3,"CSM TC5 MAIN 3",41,6,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,1,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,1,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,2,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,2,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,3,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,3,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,3,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,3,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,4,2709,CLIO,Clevelandia,ios,2,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,4,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,4,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,4,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,4,"CSM TC5 MAIN 4",45,4,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,1,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,1,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,1,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,1,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,1,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,2,2709,CLIO,Clevelandia,ios,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,2,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,2,2839,QUYC,Quietula,y_cauda,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,2,2964,GOFA,"Unknown Species of Gobiidae",Gobiidae,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,2,2991,OSCR,"Unknown Species of Osteichthyes",Osteichthyes,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,3,2709,CLIO,Clevelandia,ios,1,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,3,2751,ILGI,Ilypnus,gilberti,0,0.43
2013,2013-09-24,19,CSM,CSM,CSM,"CSM TC5",TC,5,"CSM TC5 MAIN 5",45,3,2839,QUYC,Quietula,y_cauda,0,0.43
